3E,00,00,03,00:00:00:00:00:17:48:A0
22,00,00,08,01:F6:01:F9:00:00:00:1B
3B,00,00,05,00:00:00:00:21:00:E0:41
B3,00,00,06,00:00:00:00:00:00:91:4A
39,00,00,04,00:00:00:00:56:02:0B:A0
4C8,00,00,08,09:00:05:01:00:00:00:00
3CB,00,00,07,00:69:7D:00:62:24:22:63
348,00,00,06,00:00:00:01:00:00:00:52
3E,00,00,03,00:00:00:00:00:17:48:A0
22,00,00,08,01:F6:01:F9:00:00:00:1B
3E,00,00,03,00:00:00:00:00:17:48:A0
120,00,00,08,00:00:00:00:10:13:04:50
3A,00,00,07,00:00:0E:00:00:24:DF:52
23,00,00,07,00:01:FE:01:EF:00:00:19
38,00,00,07,00:C0:00:08:0E:00:00:15
3B,00,00,05,00:00:00:00:21:00:E1:42
120,00,00,08,00:00:00:00:10:13:04:50
244,00,00,08,10:00:00:00:00:00:00:5E
3E,00,00,03,00:00:00:00:00:17:48:A0
B3,00,00,06,00:00:00:00:00:00:91:4A
3A,00,00,07,00:00:0E:00:00:24:DF:52
23,00,00,07,00:01:FE:01:EF:00:00:19
38,00,00,07,00:C0:00:08:0E:00:00:15
3A,00,00,07,00:00:0E:00:00:24:E0:53
3E,00,00,03,00:00:00:00:00:17:48:A0
244,00,00,08,10:00:00:00:00:00:00:5E
3E,00,00,03,00:00:00:00:00:17:48:A0
120,00,00,08,00:00:00:00:10:13:04:50
3A,00,00,07,00:00:0E:00:00:24:DF:52
23,00,00,07,00:01:FE:01:EF:00:00:19
38,00,00,07,00:C0:00:08:0E:00:00:15
3C8,00,00,06,00:00:40:28:00:00:00:39
120,00,00,08,00:00:00:00:10:13:04:50
3B,00,00,05,00:00:00:00:20:00:E0:40
3E,00,00,03,00:00:00:00:00:17:48:A0
B3,00,00,06,00:00:00:00:00:00:91:4A
3A,00,00,07,00:00:0E:00:00:24:E0:53
23,00,00,07,00:01:FE:01:EF:00:00:19
38,00,00,07,00:C0:00:08:0E:00:00:15
3A,00,00,07,00:00:0E:00:00:24:DF:52
3E,00,00,03,00:00:00:00:00:17:48:A0
3CD,00,00,05,00:00:00:00:00:00:E0:B5
3E,00,00,03,00:00:00:00:00:17:48:A0
120,00,00,08,00:00:00:00:10:13:04:50
3A,00,00,07,00:00:0E:00:00:24:DF:52
23,00,00,07,00:01:FF:01:EF:00:00:1A
3B,00,00,05,00:00:00:00:21:00:E1:42
348,00,00,06,00:00:00:01:00:00:00:52
120,00,00,08,00:00:00:00:10:13:04:50
244,00,00,08,10:00:00:00:00:00:00:5E
262,00,00,04,00:00:00:00:00:01:00:69
B3,00,00,06,00:00:00:00:00:00:91:4A
20,00,00,03,00:00:00:00:00:00:00:07
23,00,00,07,00:01:FF:01:EF:00:00:1A
30,00,00,08,04:00:00:00:10:20:00:6C
3CA,00,00,05,00:00:00:00:3B:00:00:0D
30,00,00,08,04:00:00:00:10:20:00:6C
39,00,00,04,00:00:00:00:56:02:0B:A0
30,00,00,08,04:00:00:00:0F:20:00:6B
3B,00,00,05,00:00:00:00:21:00:E0:41
30,00,00,08,04:00:00:00:0F:20:00:6B
3E,00,00,03,00:00:00:00:00:17:48:A0
30,00,00,08,04:00:00:00:0F:20:00:6B
262,00,00,04,00:00:00:00:00:01:00:69
30,00,00,08,04:00:00:00:0F:20:00:6B
39,00,00,04,00:00:00:00:56:02:0B:A0
B3,00,00,06,00:00:00:00:00:00:91:4A
3B,00,00,05,00:00:00:00:22:00:E0:42
B1,00,00,06,00:00:00:00:00:00:91:48
3E,00,00,03,00:00:00:00:00:17:48:A0
B3,00,00,06,00:00:00:00:00:00:91:4A
3CB,00,00,07,00:69:7D:00:62:24:22:63
25,00,00,08,00:95:0F:FA:79:79:79:36
39,00,00,04,00:00:00:00:56:02:0B:A0
591,00,00,04,00:00:00:00:25:00:00:00
3B,00,00,05,00:00:00:00:22:00:E1:43
25,00,00,08,00:95:0F:FA:7B:7B:7B:3C
3B,00,00,05,00:00:00:00:21:00:E1:42
B3,00,00,06,00:00:00:00:00:00:91:4A
3A,00,00,07,00:00:0E:00:00:24:E0:53
25,00,00,08,00:95:0F:FA:7B:7B:7B:3C
39,00,00,04,00:00:00:00:56:02:0B:A0
B3,00,00,06,00:00:00:00:00:00:91:4A
528,00,00,04,00:00:00:00:25:00:74:00
B1,00,00,06,00:00:00:00:00:00:91:48
3B,00,00,05,00:00:00:00:22:00:E0:42
B3,00,00,06,00:00:00:00:00:00:91:4A
348,00,00,06,00:00:00:01:00:00:00:52
25,00,00,08,00:95:0F:FA:78:78:78:33
39,00,00,04,00:00:00:00:56:02:0B:A0
B3,00,00,06,00:00:00:00:00:00:91:4A
120,00,00,08,00:00:00:00:10:13:04:50
25,00,00,08,00:95:0F:FA:7C:7C:7C:3F
3B,00,00,05,00:00:00:00:21:00:E0:41
B3,00,00,06,00:00:00:00:00:00:91:4A
3C8,00,00,06,00:00:40:28:00:00:00:39
25,00,00,08,00:95:0F:FA:7B:7B:7B:3C
